Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Rua;lat;lon
Copacabana;1;0;0;58;2400.0;550.0;132.0;Avenida Timóteo da Costa, 725;-22.965603;-43.180504
Flamengo;2;0;0;100;4000.0;600.0;0.0;Rua Marquês de Abrantes, 143;-22.929174;-43.170417
Méier;2;0;1;71;1100.0;681.0;0.0;Rua Barão de Ipanema, 1463;-22.905431;-43.279324
Jardim Guanabara;2;1;0;95;1650.0;405.0;620.0;Avenida Prudente de Morais, 1268;-22.807183;-43.20175
Ipanema;2;0;0;76;2300.0;650.0;162.0;Rua Voluntários da Pátria, 791;-22.987218;-43.204892
Recreio dos Bandeirantes;3;3;3;190;3000.0;800.0;3000.0;Rua Barata Ribeiro, 781;-23.020972;-43.471251
Recreio dos Bandeirantes;2;1;1;68;1300.0;782.0;0.0;Rua do Sacopã, 199;-23.024085;-43.464975
Pechincha;3;2;1;77;1600.0;650.0;0.0;Rua Barata Ribeiro, 904;-22.922481;-43.34588
Barra de Guaratiba;3;2;1;145;4500.0;1500.0;380.0;Avenida das Laranjeiras, 153;-23.074194;-43.562261
Copacabana;2;1;1;85;3200.0;927.0;200.0;Rua Marquês de Abrantes, 137;-22.975081;-43.183768
Rio Comprido;1;0;0;58;1200.0;425.0;12.0;Rua Figueiredo Magalhães, 268;-22.915232;-43.21261
Camorim;3;1;1;73;1600.0;596.0;10.0;Avenida Álvaro Ramos, 1426;-22.975061;-43.393223
Lagoa;2;1;1;111;3800.0;800.0;310.0;Rua Figueiredo Magalhães, 241;-22.978777;-43.198574
Ipanema;3;1;0;63;3500.0;1100.0;147.0;Rua dos Ipês, 1169;-22.979886;-43.213467
Maracanã;2;0;0;58;1100.0;38.0;0.0;Rua Timóteo da Costa, 919;-22.920546;-43.22574
Barra da Tijuca;2;1;1;90;4000.0;2100.0;400.0;Rua dos Ipês, 314;-23.00155;-43.360867
Recreio dos Bandeirantes;3;1;1;80;2500.0;600.0;0.0;Rua Álvaro Ramos, 115;-23.019546;-43.468896
Copacabana;4;1;1;170;8900.0;3611.0;555.0;Rua Mena Barreto, 1115;-22.969087;-43.185965
Freguesia (Jacarepaguá);2;2;1;94;1700.0;929.0;130.0;Rua Dias Ferreira, 72;-22.938044;-43.347794
Flamengo;4;1;1;290;9200.0;1800.0;700.0;Rua São João Batista, 1495;-22.93502;-43.177232
Leme;3;0;1;61;6500.0;650.0;0.0;Avenida São Clemente, 556;-22.961196;-43.170985
Copacabana;2;0;0;108;2950.0;1150.0;0.0;Rua do Sacopã, 311;-22.972751;-43.187436
Copacabana;4;2;0;279;5000.0;2025.0;370.0;Avenida Barão de Ipanema, 1292;-22.974278;-43.184045
Copacabana;2;0;0;85;2800.0;750.0;119.0;Rua das Acácias, 911;-22.970489;-43.177093
Tijuca;2;0;0;77;1800.0;505.0;0.0;Rua Timóteo da Costa, 53;-22.920549;-43.233744
Jacarepaguá;3;1;1;72;1800.0;700.0;0.0;Rua Visconde de Pirajá, 1193;-22.952934;-43.368332
Copacabana;3;1;1;210;5000.0;2400.0;560.0;Avenida Barata Ribeiro, 1284;-22.970948;-43.178828
Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0;Avenida São João Batista, 401;-23.009545;-43.368521
Copacabana;1;0;0;41;1900.0;390.0;58.0;Avenida Bolívar, 390;-22.96862;-43.181851
Freguesia (Jacarepaguá);3;1;1;70;1800.0;750.0;893.0;Rua das Acácias, 741;-22.935425;-43.344684
Barra da Tijuca;2;1;1;74;1800.0;1100.0;120.0;Rua das Flores, 1364;-23.004009;-43.369677
Barra da Tijuca;2;1;1;52;3300.0;1307.0;213.0;Rua Álvaro Ramos, 814;-23.002512;-43.36255
Flamengo;3;1;0;90;2800.0;760.0;111.0;Avenida São João Batista, 322;-22.938338;-43.180081
Pechincha;2;1;1;60;1300.0;656.0;16.0;Rua Dias Ferreira, 257;-22.918709;-43.336535
Camorim;2;1;1;60;1700.0;500.0;0.0;Rua Álvaro Ramos, 1263;-22.977009;-43.391948
Vista Alegre;2;1;0;70;1200.0;210.0;0.0;Rua Álvaro Ramos, 1046;-22.833432;-43.30211
Campo Grande;2;1;1;65;1000.0;450.0;0.0;Rua Timóteo da Costa, 517;-22.904061;-43.553291
Vila Isabel;1;0;0;50;1100.0;450.0;20.0;Rua Barão de Ipanema, 927;-22.920423;-43.239525
Pechincha;2;1;1;78;1200.0;660.0;59.0;Rua Bartolomeu Mitre, 301;-22.913097;-43.34502
Botafogo;2;0;0;100;3000.0;730.0;140.0;Rua Visconde de Pirajá, 232;-22.955025;-43.185392
Copacabana;1;0;1;40;2300.0;520.0;0.0;Avenida Vinícius de Moraes, 1024;-22.974178;-43.182103
Jacarepaguá;1;1;1;30;2700.0;1350.0;0.0;Rua Ataulfo de Paiva, 1195;-22.955661;-43.366162
Ipanema;2;1;1;73;5000.0;2500.0;2700.0;Rua General San Martin, 719;-22.989333;-43.206732
Ipanema;2;0;0;140;10000.0;4000.0;0.0;Rua São João Batista, 425;-22.983559;-43.212652
Copacabana;1;0;0;35;2000.0;587.0;0.0;Avenida das Camélias, 630;-22.975349;-43.18388
Gávea;2;1;0;87;3700.0;1100.0;1430.0;Rua Prudente de Morais, 1345;-22.971338;-43.238054
Realengo;2;1;0;80;800.0;253.0;0.0;Rua Marquês de Abrantes, 279;-22.881995;-43.435302
Méier;2;0;0;62;950.0;160.0;38.0;Avenida Bolívar, 860;-22.901428;-43.285363
Copacabana;2;4;2;185;9000.0;2600.0;0.0;Rua Voluntários da Pátria, 403;-22.971712;-43.183844
Vila Valqueire;2;1;0;70;1000.0;50.0;25.0;Rua Silva Rabelo, 692;-22.888798;-43.360238
Copacabana;0;0;0;34;1200.0;480.0;57.0;Rua Marquês de Abrantes, 215;-22.974011;-43.184942
Barra da Tijuca;2;1;1;65;1700.0;700.0;100.0;Rua das Palmeiras, 1168;-22.999857;-43.36879
Barra da Tijuca;2;1;1;90;2500.0;1100.0;134.0;Rua Barão de Ipanema, 839;-23.005081;-43.36675
Vista Alegre;2;2;0;70;800.0;290.0;0.0;Avenida Silva Rabelo, 554;-22.835481;-43.301082
Bonsucesso;2;0;0;55;1000.0;465.0;0.0;Rua Ataulfo de Paiva, 430;-22.869035;-43.248262
Leblon;4;3;1;180;12000.0;2300.0;600.0;Rua São Clemente, 769;-22.985202;-43.225906
Copacabana;3;1;0;130;3800.0;1578.0;559.0;Avenida Aristides Espínola, 124;-22.969734;-43.18086
Leblon;2;2;1;160;8000.0;2500.0;0.0;Rua Prudente de Morais, 316;-22.987917;-43.225256
Recreio dos Bandeirantes;3;2;1;100;2100.0;763.0;1812.0;Rua Figueiredo Magalhães, 720;-23.026608;-43.470487
Barra da Tijuca;2;1;1;80;3200.0;875.0;215.0;Rua Voluntários da Pátria, 1142;-23.002245;-43.363434
Barra da Tijuca;2;1;2;70;1750.0;677.0;0.0;Rua do Sacopã, 360;-23.008678;-43.363435
Lagoa;3;3;3;227;19000.0;3675.0;980.0;Rua Conde de Bonfim, 552;-22.979255;-43.208319
Copacabana;2;0;0;80;3000.0;670.0;0.0;Rua Silva Rabelo, 566;-22.965115;-43.180581
Recreio dos Bandeirantes;2;2;1;65;1200.0;670.0;117.0;Avenida Real Grandeza, 1119;-23.03003;-43.464881
Tijuca;3;1;1;79;1950.0;1100.0;0.0;Avenida Timóteo da Costa, 187;-22.928516;-43.237855
Flamengo;3;1;1;190;5000.0;1800.0;501.0;Rua Barata Ribeiro, 79;-22.930282;-43.178868
Copacabana;2;0;0;60;2400.0;700.0;0.0;Rua Bartolomeu Mitre, 680;-22.975061;-43.187728
Copacabana;1;0;0;30;2350.0;1.0;0.0;Avenida Barata Ribeiro, 194;-22.970711;-43.187416
Tijuca;2;1;0;68;1600.0;560.0;24.0;Rua São Clemente, 982;-22.921717;-43.236135
Copacabana;3;0;0;90;3000.0;850.0;150.0;Rua Voluntários da Pátria, 724;-22.969835;-43.18141
Tijuca;2;1;0;76;1400.0;772.0;83.0;Rua Conde de Bonfim, 1011;-22.930914;-43.238055
Flamengo;3;1;1;114;5200.0;800.0;0.0;Avenida São Clemente, 795;-22.934758;-43.172291
Copacabana;1;0;0;27;1000.0;655.0;55.0;Rua das Palmeiras, 23;-22.965342;-43.185002
Recreio dos Bandeirantes;3;1;0;70;2300.0;831.0;84.0;Rua Vinícius de Moraes, 293;-23.028402;-43.462584
Copacabana;2;0;0;80;2500.0;800.0;0.0;Rua Dias Ferreira, 1497;-22.968972;-43.186237
Lagoa;2;1;0;93;4000.0;1098.0;0.0;Rua do Sacopã, 456;-22.977804;-43.201449
Leblon;4;2;1;210;10000.0;1780.0;410.0;Rua Conde de Bonfim, 489;-22.986133;-43.220444
São Cristóvão;1;1;0;47;1500.0;390.0;34.0;Rua Prudente de Morais, 275;-22.900344;-43.222783
Copacabana;3;0;0;85;3200.0;850.0;0.0;Rua das Palmeiras, 1450;-22.971922;-43.182525
Barra da Tijuca;5;4;5;1147;24000.0;6300.0;0.0;Rua dos Ipês, 583;-23.008753;-43.362433
Jacarepaguá;2;1;1;60;1200.0;530.0;50.0;Avenida das Acácias, 1251;-22.95541;-43.368755
Leblon;2;2;0;90;4450.0;1189.0;239.0;Avenida Barão de Ipanema, 310;-22.980872;-43.219001
Vicente de Carvalho;2;1;0;67;1100.0;300.0;0.0;Rua Álvaro Ramos, 801;-22.833161;-43.352205
Copacabana;3;0;0;114;2800.0;850.0;203.0;Rua General Polidoro, 937;-22.970355;-43.181984
Ipanema;3;1;1;200;7500.0;4900.0;894.0;Rua Santa Clara, 1420;-22.979918;-43.204161
Taquara;3;1;1;74;1400.0;650.0;70.0;Rua das Palmeiras, 782;-22.91805;-43.358496
Tijuca;4;1;0;131;2800.0;585.0;1377.0;Rua Silva Rabelo, 1419;-22.92085;-43.238476
Recreio dos Bandeirantes;2;0;1;100;2000.0;898.0;1305.0;Rua São João Batista, 1479;-23.021587;-43.461022
Ipanema;3;1;1;140;7500.0;1700.0;462.0;Rua das Camélias, 1346;-22.978269;-43.20807
Méier;3;0;0;80;950.0;340.0;0.0;Rua Aristides Espínola, 115;-22.899556;-43.278726
Barra da Tijuca;3;2;1;100;3000.0;1700.0;0.0;Rua Marquês de Abrantes, 574;-22.999037;-43.3659
Todos os Santos;2;1;0;72;1500.0;410.0;50.0;Rua Dias Ferreira, 77;-22.898833;-43.26984
Catete;1;0;0;45;1100.0;327.0;54.0;Avenida Silva Rabelo, 546;-22.930833;-43.177605
Copacabana;4;2;2;230;8000.0;4000.0;400.0;Rua General San Martin, 1465;-22.965287;-43.188029
Campo Grande;2;1;0;65;850.0;75.0;0.0;Rua Marquês de Abrantes, 1202;-22.903399;-43.556406
Copacabana;4;1;2;344;18000.0;3400.0;10500.0;Avenida Bartolomeu Mitre, 218;-22.965937;-43.183075
Ipanema;3;1;1;130;6500.0;1375.0;394.0;Rua Silva Rabelo, 929;-22.981701;-43.21191
Copacabana;4;2;2;354;11800.0;4133.0;0.0;Rua Álvaro Ramos, 718;-22.970579;-43.181393
Barra da Tijuca;3;2;1;147;3700.0;1957.0;506.0;Rua das Flores, 795;-23.005929;-43.362105
Recreio dos Bandeirantes;3;2;1;100;2491.0;500.0;0.0;Rua das Camélias, 605;-23.022761;-43.466297
Leme;2;1;1;90;5500.0;1190.0;200.0;Rua Silva Rabelo, 1471;-22.960134;-43.167217
Jacarepaguá;2;1;0;69;1500.0;600.0;150.0;Rua Uruguai, 1365;-22.957447;-43.359194
Botafogo;3;2;1;93;4000.0;1100.0;235.0;Avenida Prudente de Morais, 1432;-22.951108;-43.185859
Tijuca;2;0;0;65;1200.0;520.0;85.0;Rua São Clemente, 543;-22.929305;-43.238442
Vargem Pequena;3;1;0;54;1400.0;340.0;28.0;Rua Silva Rabelo, 1161;-22.984942;-43.46683
Ipanema;4;1;0;200;8000.0;2500.0;300.0;Rua Voluntários da Pátria, 1050;-22.988915;-43.20952
Barra da Tijuca;2;1;1;80;2500.0;960.0;0.0;Avenida Uruguai, 1328;-22.99894;-43.366718
Ipanema;3;1;1;126;6000.0;1650.0;590.0;Rua Marquês de Abrantes, 1374;-22.985621;-43.213101
São Conrado;2;1;1;88;2100.0;1200.0;0.0;Rua dos Ipês, 350;-23.000693;-43.26182
Ipanema;2;1;1;100;6500.0;1293.0;295.0;Rua Bartolomeu Mitre, 1053;-22.978685;-43.204628
Barra da Tijuca;7;4;2;560;15000.0;1550.0;2356.0;Rua dos Ipês, 1343;-23.00226;-43.365939
Laranjeiras;2;1;1;103;3850.0;968.0;156.0;Rua Silva Rabelo, 1258;-22.930406;-43.185093
Flamengo;3;1;1;160;8000.0;1600.0;250.0;Avenida General Polidoro, 95;-22.929803;-43.170532
Recreio dos Bandeirantes;3;1;1;90;2300.0;950.0;0.0;Avenida do Sacopã, 159;-23.021601;-43.470793
Barra da Tijuca;1;1;1;71;1400.0;730.0;0.0;Avenida das Camélias, 1482;-23.007049;-43.367224
Flamengo;1;0;0;41;1700.0;400.0;71.0;Rua Voluntários da Pátria, 963;-22.932335;-43.175535
Leblon;3;0;3;135;12500.0;2500.0;0.0;Rua Barão de Ipanema, 359;-22.988974;-43.226942
Copacabana;3;1;2;140;5000.0;1210.0;595.0;Rua Real Grandeza, 805;-22.969788;-43.177392
Copacabana;3;1;0;95;2900.0;1300.0;160.0;Rua Prudente de Morais, 226;-22.973753;-43.183261
Catumbi;2;0;0;64;1300.0;400.0;0.0;Rua Timóteo da Costa, 947;-22.907717;-43.191098
Méier;2;0;0;64;1100.0;681.0;0.0;Rua Aristides Espínola, 1426;-22.905433;-43.281202
Copacabana;2;0;0;80;2300.0;895.0;172.0;Rua das Flores, 26;-22.967318;-43.184676
Lagoa;3;3;1;252;7900.0;1902.0;634.0;Rua Aristides Espínola, 1373;-22.978385;-43.206416
Irajá;2;1;0;50;800.0;110.0;0.0;Rua das Acácias, 606;-22.837422;-43.326472
Barra da Tijuca;2;1;1;66;1800.0;1100.0;213.0;Rua Ataulfo de Paiva, 1029;-23.008694;-43.361482
Ipanema;3;1;0;120;5000.0;1284.0;0.0;Rua Uruguai, 1250;-22.98601;-43.204698
Barra da Tijuca;4;3;4;148;2500.0;1370.0;0.0;Avenida Timóteo da Costa, 870;-23.001578;-43.360559
Méier;2;0;1;52;1000.0;550.0;14.0;Avenida Timóteo da Costa, 929;-22.900041;-43.279054
Engenho de Dentro;2;1;0;84;1200.0;402.0;0.0;Rua do Sacopã, 157;-22.890246;-43.285025
Botafogo;4;2;2;693;15000.0;4083.0;1800.0;Rua Dias Ferreira, 889;-22.950069;-43.182676
Ipanema;2;0;0;70;3750.0;250.0;731.0;Rua São João Batista, 340;-22.983496;-43.207693
Lagoa;1;0;0;51;2295.0;400.0;105.0;Rua Barão de Ipanema, 116;-22.972245;-43.209018
Botafogo;3;1;1;101;5100.0;1290.0;0.0;Rua Mena Barreto, 1480;-22.956662;-43.189786
Barra da Tijuca;4;2;4;225;9000.0;4500.0;1000.0;Rua Uruguai, 411;-23.005023;-43.365852
Botafogo;2;1;1;105;5800.0;1290.0;267.0;Avenida Mena Barreto, 192;-22.950736;-43.184302
Lagoa;4;3;1;160;8000.0;1780.0;520.0;Rua dos Ipês, 547;-22.973742;-43.209543
Leblon;4;3;1;220;12000.0;5077.0;750.0;Rua Marquês de Abrantes, 262;-22.980023;-43.221774
Catete;2;0;0;63;2200.0;410.0;0.0;Rua Uruguai, 637;-22.927979;-43.179048
Copacabana;1;0;0;27;1200.0;350.0;53.0;Rua das Laranjeiras, 1038;-22.971998;-43.184001
Ipanema;4;3;2;488;19250.0;6454.0;0.0;Rua das Acácias, 1419;-22.980261;-43.205901
Ipanema;2;1;0;70;10900.0;3500.0;1500.0;Avenida Timóteo da Costa, 1224;-22.981994;-43.206021
Lagoa;3;1;1;104;4200.0;1244.0;294.0;Rua Conde de Bonfim, 1312;-22.974885;-43.203841
Andaraí;2;1;0;86;1900.0;559.0;0.0;Rua Voluntários da Pátria, 675;-22.934306;-43.248757
Pechincha;2;2;0;51;1150.0;360.0;0.0;Rua Santa Clara, 653;-22.917374;-43.33843
Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0;Rua do Sacopã, 358;-23.026716;-43.463565
Copacabana;4;1;2;303;8500.0;2508.0;809.0;Rua Aristides Espínola, 1049;-22.975026;-43.182162
Tijuca;3;0;0;88;1600.0;804.0;92.0;Rua Álvaro Ramos, 1321;-22.921089;-43.237649
Barra da Tijuca;2;1;1;110;5500.0;1900.0;645.0;Rua do Sacopã, 661;-23.00027;-43.361617
Humaitá;1;1;1;59;2600.0;750.0;95.0;Rua Visconde de Pirajá, 625;-22.949501;-43.198595
Maracanã;3;1;0;90;1500.0;300.0;71.0;Rua Uruguai, 598;-22.922886;-43.231151
Tijuca;3;3;1;220;4000.0;977.0;240.0;Rua das Flores, 1228;-22.928667;-43.234475
Barra da Tijuca;4;3;3;310;7500.0;2010.0;1507.0;Avenida Barão de Ipanema, 349;-23.010426;-43.37046
Leme;3;0;0;100;3300.0;681.0;140.0;Rua Voluntários da Pátria, 1144;-22.965024;-43.174351
Leblon;4;2;2;150;13500.0;2471.0;702.0;Rua São João Batista, 436;-22.989164;-43.22512
Botafogo;4;0;2;240;8400.0;2000.0;400.0;Rua Conde de Bonfim, 1279;-22.948045;-43.192656
Méier;2;1;1;80;1200.0;800.0;14.0;Rua Vinícius de Moraes, 478;-22.9074;-43.283596
Barra da Tijuca;1;1;0;40;2200.0;460.0;0.0;Rua das Camélias, 1075;-23.007536;-43.364735
Barra da Tijuca;1;0;0;50;2000.0;1000.0;0.0;Avenida Dias Ferreira, 1426;-23.005914;-43.36393
Barra da Tijuca;3;2;1;172;2300.0;1600.0;450.0;Rua Ataulfo de Paiva, 1363;-23.00291;-43.364545
Taquara;2;1;0;60;1100.0;630.0;0.0;Rua Aristides Espínola, 1451;-22.9269;-43.361828
Tijuca;2;1;2;90;3200.0;1000.0;0.0;Avenida Barão de Ipanema, 1064;-22.921889;-43.239081
Méier;3;1;1;85;1700.0;790.0;135.0;Rua Aristides Espínola, 444;-22.898447;-43.275686
Leblon;4;2;1;190;13000.0;1598.0;0.0;Rua Dias Ferreira, 737;-22.985742;-43.222155
Tijuca;3;1;1;110;1450.0;1295.0;0.0;Rua Visconde de Pirajá, 1222;-22.925169;-43.234589
Barra da Tijuca;3;1;1;87;1600.0;1322.0;0.0;Rua Álvaro Ramos, 377;-23.003644;-43.361812
Recreio dos Bandeirantes;4;2;2;160;1900.0;1038.0;0.0;Rua Voluntários da Pátria, 1074;-23.025335;-43.469708
Ipanema;3;2;1;150;6500.0;2200.0;387.0;Rua das Palmeiras, 1471;-22.987075;-43.215443
Campo Grande;2;1;1;50;1200.0;400.0;0.0;Rua das Laranjeiras, 857;-22.905272;-43.554888
Flamengo;3;0;1;116;3600.0;845.0;224.0;Rua Barão de Ipanema, 681;-22.93208;-43.174993
Leblon;3;2;1;150;6900.0;3194.0;0.0;Rua Mena Barreto, 630;-22.979421;-43.230341
Copacabana;4;1;0;220;9000.0;2100.0;570.0;Rua Marquês de Abrantes, 192;-22.967154;-43.183524
Leblon;4;2;2;160;6900.0;733.0;1800.0;Rua São Clemente, 381;-22.988356;-43.223254
Copacabana;1;0;0;42;1550.0;550.0;0.0;Rua General Polidoro, 1266;-22.974833;-43.177285
Barra da Tijuca;3;2;1;180;4400.0;1300.0;0.0;Rua Mena Barreto, 247;-23.007325;-43.365304
Humaitá;2;1;1;100;4300.0;950.0;163.0;Avenida Conde de Bonfim, 680;-22.95663;-43.201463
Lins de Vasconcelos;1;0;0;35;500.0;360.0;15.0;Avenida Figueiredo Magalhães, 1436;-22.900317;-43.258896
Copacabana;2;0;0;100;2600.0;1500.0;130.0;Rua Conde de Bonfim, 1063;-22.977079;-43.176503
Centro;2;0;1;55;1800.0;600.0;100.0;Rua Álvaro Ramos, 1151;-22.903767;-43.168022
Copacabana;1;0;0;35;1300.0;350.0;50.0;Avenida São João Batista, 1338;-22.968877;-43.184295
Flamengo;2;0;0;68;2000.0;660.0;86.0;Rua Álvaro Ramos, 1185;-22.931998;-43.171971
Leblon;4;2;4;210;30000.0;4000.0;1000.0;Rua Ataulfo de Paiva, 153;-22.982382;-43.222184
Catete;1;0;0;40;1300.0;438.0;29.0;Rua Silva Rabelo, 30;-22.926738;-43.173027
Botafogo;2;1;1;97;3750.0;1136.0;294.0;Avenida Conde de Bonfim, 448;-22.955283;-43.182376
Andaraí;2;0;0;81;1200.0;400.0;75.0;Rua Álvaro Ramos, 567;-22.926918;-43.244959
Copacabana;4;2;2;250;9500.0;1762.0;750.0;Rua Bolívar, 123;-22.975299;-43.184046
Tijuca;2;1;0;64;1800.0;815.0;50.0;Rua do Sacopã, 359;-22.919868;-43.233986
Recreio dos Bandeirantes;3;2;2;75;1800.0;900.0;1094.0;Rua São Clemente, 378;-23.029758;-43.468799
Copacabana;2;0;0;80;2900.0;962.0;140.0;Avenida do Sacopã, 92;-22.971876;-43.18014
Copacabana;4;1;0;244;5000.0;2408.0;466.0;Rua Bolívar, 272;-22.974141;-43.186572
Lagoa;2;1;1;78;3000.0;1388.0;259.0;Rua das Laranjeiras, 1301;-22.978778;-43.19859
Recreio dos Bandeirantes;2;2;1;70;1800.0;950.0;985.0;Rua General San Martin, 374;-23.023678;-43.462563
Península;3;2;1;94;3200.0;1320.0;250.0;Avenida Prudente de Morais, 372;-23.008414;-43.311694
Irajá;2;1;0;55;850.0;395.0;0.0;Rua Voluntários da Pátria, 439;-22.826243;-43.3269
Recreio dos Bandeirantes;3;2;2;151;3400.0;1215.0;200.0;Avenida Santa Clara, 1373;-23.022675;-43.465454
Centro;1;0;0;31;1000.0;400.0;20.0;Rua Bolívar, 808;-22.903842;-43.17668
Copacabana;3;2;1;120;5000.0;1400.0;425.0;Rua Vinícius de Moraes, 356;-22.975257;-43.180795
Leblon;2;1;0;70;4200.0;1100.0;200.0;Rua dos Ipês, 526;-22.988795;-43.220455
Campo Grande;5;2;1;190;3000.0;880.0;227.0;Avenida das Palmeiras, 464;-22.90444;-43.560884
Barra da Tijuca;2;0;1;81;2500.0;1510.0;0.0;Rua General San Martin, 617;-23.009645;-43.36669
Tanque;2;1;0;62;600.0;392.0;0.0;Rua General Polidoro, 488;-22.906377;-43.326861
Méier;2;1;0;50;900.0;200.0;13.0;Rua Barão de Ipanema, 469;-22.903603;-43.283962
Copacabana;2;0;0;110;2700.0;1030.0;240.0;Rua Real Grandeza, 1273;-22.974833;-43.184919
Tijuca;2;1;0;62;1650.0;639.0;61.0;Rua das Laranjeiras, 359;-22.92354;-43.239196
Ipanema;3;0;1;156;9300.0;1700.0;324.0;Rua Vinícius de Moraes, 973;-22.989785;-43.208814
Humaitá;1;1;1;45;2000.0;493.0;80.0;Rua Timóteo da Costa, 890;-22.958172;-43.198595
Copacabana;1;1;1;65;3000.0;1250.0;125.0;Avenida General Polidoro, 560;-22.966915;-43.18582
Barra da Tijuca;3;3;3;140;5100.0;1100.0;0.0;Avenida Ataulfo de Paiva, 1446;-22.99886;-43.369135
Copacabana;1;0;0;49;1800.0;659.0;194.0;Rua Álvaro Ramos, 214;-22.973615;-43.185762
Lagoa;2;2;2;140;5800.0;1766.0;491.0;Rua Álvaro Ramos, 1196;-22.978059;-43.197805
Copacabana;2;0;0;72;2300.0;665.0;0.0;Rua Figueiredo Magalhães, 1101;-22.966619;-43.179927
Copacabana;4;4;2;270;17000.0;2304.0;1276.0;Rua Vinícius de Moraes, 1201;-22.972403;-43.186998
Barra da Tijuca;1;1;0;50;2500.0;1200.0;0.0;Avenida Real Grandeza, 216;-23.007687;-43.368812
Méier;2;1;0;62;1550.0;413.0;75.0;Rua Ataulfo de Paiva, 845;-22.902215;-43.277006
Copacabana;2;0;0;79;1950.0;1011.0;0.0;Rua General Polidoro, 716;-22.968938;-43.187676
Botafogo;2;1;0;68;3200.0;810.0;139.0;Avenida das Camélias, 1292;-22.951229;-43.192224
Lagoa;3;0;2;280;12000.0;2400.0;0.0;Rua dos Ipês, 1203;-22.971361;-43.203364
Ipanema;3;1;1;140;4200.0;1700.0;230.0;Rua Conde de Bonfim, 222;-22.978242;-43.205805
Andaraí;2;1;0;58;1600.0;675.0;0.0;Avenida São João Batista, 27;-22.928997;-43.244887
São Conrado;2;1;1;79;3000.0;1186.0;2300.0;Rua Barata Ribeiro, 835;-23.000597;-43.262718
Botafogo;3;2;1;101;3400.0;1243.0;0.0;Rua Silva Rabelo, 364;-22.948267;-43.184299
Pechincha;2;1;0;60;1000.0;366.0;15.0;Rua Silva Rabelo, 235;-22.916869;-43.344977
Leme;3;1;1;170;9000.0;1342.0;0.0;Rua General Polidoro, 1431;-22.967356;-43.170544
Leblon;4;2;1;170;9700.0;2200.0;0.0;Avenida General Polidoro, 217;-22.982509;-43.225403
Ipanema;4;1;3;250;10000.0;2300.0;1037.0;Rua São Clemente, 958;-22.989623;-43.212533
Copacabana;2;1;1;230;12000.0;2133.0;840.0;Rua das Flores, 1189;-22.967482;-43.18096
Recreio dos Bandeirantes;1;1;1;52;1400.0;511.0;0.0;Rua das Palmeiras, 747;-23.03005;-43.463936
Recreio dos Bandeirantes;3;1;2;82;1500.0;484.0;0.0;Rua Visconde de Pirajá, 1412;-23.021257;-43.47187
Campo Grande;2;0;0;60;1200.0;500.0;0.0;Rua Barata Ribeiro, 1363;-22.909035;-43.551972
Recreio dos Bandeirantes;3;1;1;88;2000.0;850.0;200.0;Rua Timóteo da Costa, 380;-23.029649;-43.462712
Recreio dos Bandeirantes;3;2;1;92;2000.0;500.0;154.0;Rua das Palmeiras, 213;-23.024548;-43.461323
Ilha do Governador;2;1;1;90;2400.0;405.0;170.0;Rua General Polidoro, 828;-22.814414;-43.215828
Senador Vasconcelos;2;1;1;60;1000.0;180.0;0.0;Rua Timóteo da Costa, 702;-22.888696;-43.5102
Anil;2;1;0;50;900.0;350.0;1350.0;Rua Marquês de Abrantes, 44;-22.952636;-43.356523
Copacabana;3;0;1;120;2800.0;1050.0;100.0;Avenida São João Batista, 999;-22.966429;-43.180343
Leblon;3;2;1;140;7500.0;2000.0;800.0;Rua Bartolomeu Mitre, 95;-22.985447;-43.225243
Barra da Tijuca;4;2;1;350;20000.0;3950.0;1900.0;Rua das Acácias, 607;-23.009264;-43.366278
Leblon;3;0;0;120;3500.0;950.0;0.0;Rua Barata Ribeiro, 1404;-22.984927;-43.226289
Freguesia (Jacarepaguá);2;1;0;55;1000.0;450.0;0.0;Rua das Camélias, 632;-22.938826;-43.339758
Estácio;1;1;1;32;1000.0;409.0;14.0;Rua das Camélias, 336;-22.915724;-43.21332
Tijuca;2;1;0;65;1200.0;640.0;97.0;Avenida General Polidoro, 691;-22.921174;-43.238735
Barra da Tijuca;1;1;1;60;1800.0;1000.0;256.0;Rua Aristides Espínola, 143;-23.002753;-43.369274
Botafogo;6;2;3;330;18000.0;2300.0;1109.0;Avenida Mena Barreto, 886;-22.951624;-43.191463
Barra da Tijuca;2;1;1;52;1300.0;480.0;140.0;Rua Aristides Espínola, 40;-23.003952;-43.367728
Tijuca;3;1;1;125;2400.0;870.0;141.0;Avenida das Flores, 415;-22.92593;-43.237428
Copacabana;1;0;0;55;1900.0;678.0;28.0;Rua das Flores, 249;-22.970965;-43.188162
Tijuca;2;1;0;80;1000.0;614.0;0.0;Rua General Polidoro, 1440;-22.919715;-43.236486
Leblon;4;1;1;290;12000.0;4500.0;650.0;Avenida das Acácias, 326;-22.980724;-43.226303
Barra da Tijuca;4;3;4;230;8000.0;1902.0;378.0;Rua Barão de Ipanema, 1248;-23.002886;-43.36206
Flamengo;1;0;0;30;1200.0;570.0;0.0;Rua dos Ipês, 1344;-22.93313;-43.171462
